Symbol,Side,Status,Filled,Avg Price,Filled Time,Commission
TSLA,SELL,Filled,44,@310.62,01/07/2025 17:48:00 EST,0
TSLA,BUY,Filled,44,@284.29,01/07/2025 18:44:00 EST,0
ORCL,BUY,Filled,102,@200.33,01/07/2025 18:48:00 EST,0
ORCL,SELL,Filled,102,@199.47,01/07/2025 19:28:00 EST,0
AMD,BUY,Filled,110,@140.02,01/07/2025 19:34:00 EST,0
AMD,SELL,Filled,110,@138.40,01/07/2025 19:57:00 EST,0
ADBE,SELL,Filled,138,@28.49,01/07/2025 20:06:00 EST,0
ADBE,BUY,Filled,138,@24.06,01/07/2025 21:17:00 EST,0
AMD,BUY,Filled,93,@327.01,01/07/2025 21:34:00 EST,0
AMD,SELL,Filled,93,@333.45,01/07/2025 22:17:00 EST,0
AVGO,SELL,Filled,191,@203.58,01/07/2025 22:30:00 EST,0
AVGO,BUY,Filled,191,@201.51,01/07/2025 22:49:00 EST,0
ORCL,SELL,Filled,195,@307.15,01/07/2025 23:05:00 EST,0
ORCL,BUY,Filled,195,@307.88,01/08/2025 00:33:00 EST,0
MSFT,SELL,Filled,53,@190.62,01/08/2025 00:43:00 EST,0
MSFT,BUY,Filled,53,@193.49,01/08/2025 01:19:00 EST,0
ORCL,BUY,Filled,58,@21.34,01/08/2025 01:23:00 EST,0
ORCL,SELL,Filled,58,@19.42,01/08/2025 02:20:00 EST,0
ADBE,SELL,Filled,198,@258.68,01/08/2025 02:39:00 EST,0
ADBE,BUY,Filled,198,@259.44,01/08/2025 04:08:00 EST,0
AVGO,SELL,Filled,90,@335.49,01/08/2025 04:26:00 EST,0
AVGO,BUY,Filled,90,@326.81,01/08/2025 05:53:00 EST,0
ADBE,SELL,Filled,59,@335.71,01/08/2025 06:04:00 EST,0
ADBE,BUY,Filled,59,@337.54,01/08/2025 06:47:00 EST,0
AMZN,SELL,Filled,91,@175.73,01/08/2025 06:59:00 EST,0
AMZN,BUY,Filled,91,@177.23,01/08/2025 07:40:00 EST,0
ORCL,SELL,Filled,111,@289.16,01/08/2025 07:46:00 EST,0
ORCL,BUY,Filled,111,@290.74,01/08/2025 08:27:00 EST,0
COIN,SELL,Filled,177,@100.91,01/08/2025 08:32:00 EST,0
COIN,BUY,Filled,177,@101.63,01/08/2025 09:48:00 EST,0
AMD,BUY,Filled,167,@263.20,01/08/2025 09:59:00 EST,0
AMD,SELL,Filled,167,@265.26,01/08/2025 10:32:00 EST,0
MSFT,BUY,Filled,115,@125.65,01/08/2025 10:42:00 EST,0
MSFT,SELL,Filled,115,@124.54,01/08/2025 11:57:00 EST,0
TSM,SELL,Filled,132,@232.93,01/08/2025 12:05:00 EST,0
TSM,BUY,Filled,132,@234.11,01/08/2025 12:17:00 EST,0
RIVN,BUY,Filled,146,@262.46,01/08/2025 12:22:00 EST,0
RIVN,SELL,Filled,146,@261.33,01/08/2025 13:20:00 EST,0
MSFT,SELL,Filled,136,@77.41,01/08/2025 13:28:00 EST,0
MSFT,BUY,Filled,136,@78.55,01/08/2025 13:37:00 EST,0
SMCI,BUY,Filled,95,@110.33,01/08/2025 13:40:00 EST,0
SMCI,SELL,Filled,95,@122.12,01/08/2025 14:02:00 EST,0
INTC,SELL,Filled,59,@285.95,01/08/2025 14:21:00 EST,0
INTC,BUY,Filled,59,@287.87,01/08/2025 14:49:00 EST,0
PLTR,SELL,Filled,155,@240.92,01/08/2025 14:52:00 EST,0
PLTR,BUY,Filled,155,@241.56,01/08/2025 15:48:00 EST,0
AVGO,SELL,Filled,32,@149.28,01/08/2025 16:04:00 EST,0
AVGO,BUY,Filled,32,@124.40,01/08/2025 16:40:00 EST,0
GOOGL,SELL,Filled,70,@164.66,01/08/2025 16:43:00 EST,0
GOOGL,BUY,Filled,70,@166.18,01/08/2025 18:01:00 EST,0
GOOGL,SELL,Filled,187,@94.16,01/08/2025 18:04:00 EST,0
GOOGL,BUY,Filled,187,@89.61,01/08/2025 19:13:00 EST,0
TSLA,SELL,Filled,104,@220.90,01/08/2025 19:25:00 EST,0
TSLA,BUY,Filled,104,@221.88,01/08/2025 20:47:00 EST,0
TSM,SELL,Filled,147,@283.67,01/08/2025 21:01:00 EST,0
TSM,BUY,Filled,147,@275.30,01/08/2025 22:22:00 EST,0
AVGO,SELL,Filled,145,@250.76,01/08/2025 22:27:00 EST,0
AVGO,BUY,Filled,145,@243.32,01/08/2025 23:36:00 EST,0
ORCL,BUY,Filled,52,@124.92,01/08/2025 23:45:00 EST,0
ORCL,SELL,Filled,52,@122.38,01/09/2025 01:04:00 EST,0
NVDA,SELL,Filled,24,@166.90,01/09/2025 01:22:00 EST,0
NVDA,BUY,Filled,24,@172.37,01/09/2025 02:06:00 EST,0
SHOP,SELL,Filled,10,@264.84,01/09/2025 02:09:00 EST,0
SHOP,BUY,Filled,10,@219.75,01/09/2025 02:22:00 EST,0
MSFT,BUY,Filled,130,@25.63,01/09/2025 02:42:00 EST,0
MSFT,SELL,Filled,130,@24.70,01/09/2025 04:09:00 EST,0
COIN,SELL,Filled,124,@306.32,01/09/2025 04:25:00 EST,0
COIN,BUY,Filled,124,@307.70,01/09/2025 05:54:00 EST,0
AMD,SELL,Filled,40,@74.79,01/09/2025 06:14:00 EST,0
AMD,BUY,Filled,40,@78.13,01/09/2025 06:47:00 EST,0
AAPL,SELL,Filled,128,@240.62,01/09/2025 06:50:00 EST,0
AAPL,BUY,Filled,128,@234.12,01/09/2025 07:26:00 EST,0
COIN,BUY,Filled,80,@78.14,01/09/2025 07:43:00 EST,0
COIN,SELL,Filled,80,@76.05,01/09/2025 09:06:00 EST,0
NFLX,BUY,Filled,27,@48.80,01/09/2025 09:09:00 EST,0
NFLX,SELL,Filled,27,@45.71,01/09/2025 09:20:00 EST,0
MSFT,SELL,Filled,122,@93.50,01/09/2025 09:30:00 EST,0
MSFT,BUY,Filled,122,@83.47,01/09/2025 10:12:00 EST,0
ORCL,SELL,Filled,157,@215.30,01/09/2025 10:22:00 EST,0
ORCL,BUY,Filled,157,@216.24,01/09/2025 10:45:00 EST,0
NFLX,SELL,Filled,86,@107.18,01/09/2025 11:04:00 EST,0
NFLX,BUY,Filled,86,@108.76,01/09/2025 11:31:00 EST,0
CRM,SELL,Filled,22,@340.72,01/09/2025 11:47:00 EST,0
CRM,BUY,Filled,22,@285.08,01/09/2025 12:32:00 EST,0
TSM,BUY,Filled,86,@141.11,01/09/2025 12:48:00 EST,0
TSM,SELL,Filled,86,@151.67,01/09/2025 13:31:00 EST,0
INTC,BUY,Filled,153,@153.25,01/09/2025 13:38:00 EST,0
INTC,SELL,Filled,153,@152.45,01/09/2025 14:15:00 EST,0
PLTR,BUY,Filled,125,@298.79,01/09/2025 14:24:00 EST,0
PLTR,SELL,Filled,125,@304.04,01/09/2025 15:03:00 EST,0
SOFI,BUY,Filled,28,@78.03,01/09/2025 15:18:00 EST,0
SOFI,SELL,Filled,28,@72.45,01/09/2025 16:24:00 EST,0
PLTR,SELL,Filled,13,@85.96,01/09/2025 16:33:00 EST,0
PLTR,BUY,Filled,13,@29.23,01/09/2025 17:39:00 EST,0
ADBE,BUY,Filled,111,@321.57,01/09/2025 17:49:00 EST,0
ADBE,SELL,Filled,111,@320.35,01/09/2025 19:02:00 EST,0
SMCI,SELL,Filled,102,@186.79,01/09/2025 19:16:00 EST,0
SMCI,BUY,Filled,102,@188.06,01/09/2025 20:21:00 EST,0
AMZN,SELL,Filled,90,@153.67,01/09/2025 20:34:00 EST,0
AMZN,BUY,Filled,90,@155.18,01/09/2025 21:12:00 EST,0
ORCL,SELL,Filled,85,@66.06,01/09/2025 21:32:00 EST,0
ORCL,BUY,Filled,85,@67.39,01/09/2025 22:40:00 EST,0
RIVN,SELL,Filled,75,@270.73,01/09/2025 23:00:00 EST,0
RIVN,BUY,Filled,75,@272.45,01/10/2025 00:03:00 EST,0
COIN,BUY,Filled,45,@256.31,01/10/2025 00:11:00 EST,0
COIN,SELL,Filled,45,@280.65,01/10/2025 01:38:00 EST,0
AVGO,BUY,Filled,29,@331.64,01/10/2025 01:42:00 EST,0
AVGO,SELL,Filled,29,@370.05,01/10/2025 03:07:00 EST,0
NVDA,BUY,Filled,12,@88.27,01/10/2025 03:17:00 EST,0
NVDA,SELL,Filled,12,@77.80,01/10/2025 04:40:00 EST,0
SOFI,SELL,Filled,14,@17.22,01/10/2025 04:58:00 EST,0
SOFI,BUY,Filled,14,@26.87,01/10/2025 05:38:00 EST,0
SMCI,BUY,Filled,138,@287.41,01/10/2025 05:58:00 EST,0
SMCI,SELL,Filled,138,@286.34,01/10/2025 06:16:00 EST,0
AVGO,BUY,Filled,71,@79.30,01/10/2025 06:22:00 EST,0
AVGO,SELL,Filled,71,@94.04,01/10/2025 07:17:00 EST,0
COIN,SELL,Filled,127,@204.28,01/10/2025 07:22:00 EST,0
COIN,BUY,Filled,127,@205.69,01/10/2025 07:37:00 EST,0
NVDA,SELL,Filled,107,@141.35,01/10/2025 07:41:00 EST,0
NVDA,BUY,Filled,107,@142.54,01/10/2025 07:56:00 EST,0
TSM,SELL,Filled,154,@342.41,01/10/2025 08:14:00 EST,0
TSM,BUY,Filled,154,@343.56,01/10/2025 08:48:00 EST,0
ORCL,SELL,Filled,79,@30.60,01/10/2025 08:57:00 EST,0
ORCL,BUY,Filled,79,@31.71,01/10/2025 10:14:00 EST,0
META,SELL,Filled,14,@337.09,01/10/2025 10:18:00 EST,0
META,BUY,Filled,14,@347.00,01/10/2025 11:13:00 EST,0
SMCI,BUY,Filled,154,@95.56,01/10/2025 11:18:00 EST,0
SMCI,SELL,Filled,154,@94.50,01/10/2025 12:05:00 EST,0
AMD,BUY,Filled,138,@264.73,01/10/2025 12:20:00 EST,0
AMD,SELL,Filled,138,@267.71,01/10/2025 12:34:00 EST,0
ADBE,SELL,Filled,93,@24.92,01/10/2025 12:47:00 EST,0
ADBE,BUY,Filled,93,@26.07,01/10/2025 13:37:00 EST,0
SHOP,SELL,Filled,57,@242.70,01/10/2025 13:57:00 EST,0
SHOP,BUY,Filled,57,@245.26,01/10/2025 14:33:00 EST,0
NVDA,SELL,Filled,49,@142.30,01/10/2025 14:38:00 EST,0
NVDA,BUY,Filled,49,@145.53,01/10/2025 15:29:00 EST,0
NVDA,BUY,Filled,88,@163.99,01/10/2025 15:35:00 EST,0
NVDA,SELL,Filled,88,@162.22,01/10/2025 16:51:00 EST,0
AVGO,SELL,Filled,36,@23.80,01/10/2025 17:11:00 EST,0
AVGO,BUY,Filled,36,@27.01,01/10/2025 17:57:00 EST,0
AAPL,SELL,Filled,115,@144.91,01/10/2025 18:12:00 EST,0
AAPL,BUY,Filled,115,@138.44,01/10/2025 18:48:00 EST,0
META,SELL,Filled,53,@61.51,01/10/2025 19:07:00 EST,0
META,BUY,Filled,53,@63.59,01/10/2025 20:05:00 EST,0
BA,BUY,Filled,102,@99.32,01/10/2025 20:17:00 EST,0
BA,SELL,Filled,102,@98.29,01/10/2025 20:47:00 EST,0
TSLA,BUY,Filled,87,@17.27,01/10/2025 21:04:00 EST,0
TSLA,SELL,Filled,87,@28.33,01/10/2025 21:51:00 EST,0
PLTR,SELL,Filled,176,@341.37,01/10/2025 22:08:00 EST,0
PLTR,BUY,Filled,176,@341.90,01/10/2025 22:38:00 EST,0
PLTR,BUY,Filled,111,@339.52,01/10/2025 22:56:00 EST,0
PLTR,SELL,Filled,111,@338.54,01/11/2025 00:14:00 EST,0
PLTR,SELL,Filled,81,@288.53,01/11/2025 00:24:00 EST,0
PLTR,BUY,Filled,81,@283.11,01/11/2025 01:44:00 EST,0
META,BUY,Filled,196,@169.64,01/11/2025 02:04:00 EST,0
META,SELL,Filled,196,@168.87,01/11/2025 02:17:00 EST,0
SOFI,SELL,Filled,45,@227.17,01/11/2025 02:33:00 EST,0
SOFI,BUY,Filled,45,@229.49,01/11/2025 03:26:00 EST,0
INTC,SELL,Filled,159,@149.27,01/11/2025 03:31:00 EST,0
INTC,BUY,Filled,159,@142.27,01/11/2025 04:45:00 EST,0
COIN,BUY,Filled,37,@272.60,01/11/2025 04:49:00 EST,0
COIN,SELL,Filled,37,@292.81,01/11/2025 04:59:00 EST,0
PLTR,SELL,Filled,37,@18.53,01/11/2025 05:14:00 EST,0
PLTR,BUY,Filled,37,@21.39,01/11/2025 06:33:00 EST,0
INTC,SELL,Filled,110,@170.13,01/11/2025 06:43:00 EST,0
INTC,BUY,Filled,110,@160.52,01/11/2025 06:51:00 EST,0
TSLA,SELL,Filled,116,@323.38,01/11/2025 07:09:00 EST,0
TSLA,BUY,Filled,116,@317.28,01/11/2025 07:58:00 EST,0
PLTR,SELL,Filled,62,@189.57,01/11/2025 08:10:00 EST,0
PLTR,BUY,Filled,62,@182.93,01/11/2025 09:12:00 EST,0
NVDA,SELL,Filled,21,@286.41,01/11/2025 09:25:00 EST,0
NVDA,BUY,Filled,21,@290.77,01/11/2025 09:51:00 EST,0
AVGO,BUY,Filled,151,@68.65,01/11/2025 10:01:00 EST,0
AVGO,SELL,Filled,151,@67.75,01/11/2025 10:57:00 EST,0
META,SELL,Filled,111,@24.78,01/11/2025 11:05:00 EST,0
META,BUY,Filled,111,@26.05,01/11/2025 11:59:00 EST,0
AMZN,BUY,Filled,81,@267.03,01/11/2025 12:02:00 EST,0
AMZN,SELL,Filled,81,@265.04,01/11/2025 13:15:00 EST,0
COIN,SELL,Filled,60,@168.28,01/11/2025 13:23:00 EST,0
COIN,BUY,Filled,60,@153.80,01/11/2025 14:49:00 EST,0
ADBE,SELL,Filled,166,@146.50,01/11/2025 15:02:00 EST,0
ADBE,BUY,Filled,166,@147.05,01/11/2025 15:29:00 EST,0
ADBE,BUY,Filled,182,@59.87,01/11/2025 15:41:00 EST,0
ADBE,SELL,Filled,182,@59.37,01/11/2025 16:04:00 EST,0
SHOP,SELL,Filled,162,@61.19,01/11/2025 16:23:00 EST,0
SHOP,BUY,Filled,162,@61.92,01/11/2025 17:50:00 EST,0
CRM,BUY,Filled,135,@111.76,01/11/2025 17:58:00 EST,0
CRM,SELL,Filled,135,@111.03,01/11/2025 18:48:00 EST,0
BA,BUY,Filled,59,@288.10,01/11/2025 18:51:00 EST,0
BA,SELL,Filled,59,@285.11,01/11/2025 19:58:00 EST,0
INTC,SELL,Filled,52,@42.69,01/11/2025 20:14:00 EST,0
INTC,BUY,Filled,52,@30.60,01/11/2025 20:54:00 EST,0
CRM,SELL,Filled,53,@276.55,01/11/2025 21:04:00 EST,0
CRM,BUY,Filled,53,@256.88,01/11/2025 22:14:00 EST,0
ORCL,BUY,Filled,78,@274.66,01/11/2025 22:20:00 EST,0
ORCL,SELL,Filled,78,@272.58,01/11/2025 22:30:00 EST,0
CRM,BUY,Filled,118,@49.31,01/11/2025 22:47:00 EST,0
CRM,SELL,Filled,118,@59.68,01/11/2025 22:56:00 EST,0
GOOGL,SELL,Filled,32,@162.09,01/11/2025 23:13:00 EST,0
GOOGL,BUY,Filled,32,@167.70,01/12/2025 00:33:00 EST,0
ADBE,SELL,Filled,52,@221.41,01/12/2025 00:47:00 EST,0
ADBE,BUY,Filled,52,@224.46,01/12/2025 02:04:00 EST,0
CRM,SELL,Filled,162,@195.49,01/12/2025 02:18:00 EST,0
CRM,BUY,Filled,162,@196.18,01/12/2025 02:57:00 EST,0
SOFI,BUY,Filled,44,@337.53,01/12/2025 03:16:00 EST,0
SOFI,SELL,Filled,44,@333.93,01/12/2025 04:44:00 EST,0
AMD,BUY,Filled,47,@253.32,01/12/2025 04:51:00 EST,0
AMD,SELL,Filled,47,@249.86,01/12/2025 05:58:00 EST,0
ORCL,SELL,Filled,170,@153.77,01/12/2025 06:05:00 EST,0
ORCL,BUY,Filled,170,@154.51,01/12/2025 06:21:00 EST,0
AVGO,SELL,Filled,187,@328.67,01/12/2025 06:36:00 EST,0
AVGO,BUY,Filled,187,@329.30,01/12/2025 06:41:00 EST,0
INTC,SELL,Filled,26,@281.55,01/12/2025 06:46:00 EST,0
INTC,BUY,Filled,26,@286.16,01/12/2025 07:54:00 EST,0
PLTR,SELL,Filled,96,@198.35,01/12/2025 08:05:00 EST,0
PLTR,BUY,Filled,96,@199.32,01/12/2025 08:16:00 EST,0
TSLA,SELL,Filled,14,@56.62,01/12/2025 08:20:00 EST,0
TSLA,BUY,Filled,14,@68.46,01/12/2025 08:50:00 EST,0
RIVN,SELL,Filled,50,@307.93,01/12/2025 08:57:00 EST,0
RIVN,BUY,Filled,50,@311.28,01/12/2025 09:12:00 EST,0
SOFI,BUY,Filled,23,@147.77,01/12/2025 09:26:00 EST,0
SOFI,SELL,Filled,23,@142.96,01/12/2025 10:54:00 EST,0
TSLA,BUY,Filled,64,@174.73,01/12/2025 10:59:00 EST,0
TSLA,SELL,Filled,64,@173.27,01/12/2025 11:05:00 EST,0
PLTR,BUY,Filled,118,@247.50,01/12/2025 11:08:00 EST,0
PLTR,SELL,Filled,118,@246.42,01/12/2025 11:26:00 EST,0
COIN,SELL,Filled,45,@143.21,01/12/2025 11:39:00 EST,0
COIN,BUY,Filled,45,@146.80,01/12/2025 12:02:00 EST,0
AVGO,BUY,Filled,166,@232.76,01/12/2025 12:07:00 EST,0
AVGO,SELL,Filled,166,@232.01,01/12/2025 12:31:00 EST,0
ADBE,SELL,Filled,65,@44.04,01/12/2025 12:47:00 EST,0
ADBE,BUY,Filled,65,@45.43,01/12/2025 13:41:00 EST,0
TSM,SELL,Filled,45,@98.01,01/12/2025 13:55:00 EST,0
TSM,BUY,Filled,45,@101.22,01/12/2025 15:17:00 EST,0
AAPL,SELL,Filled,62,@188.45,01/12/2025 15:29:00 EST,0
AAPL,BUY,Filled,62,@190.56,01/12/2025 15:40:00 EST,0
BA,SELL,Filled,38,@95.76,01/12/2025 15:50:00 EST,0
BA,BUY,Filled,38,@99.54,01/12/2025 15:56:00 EST,0
PLTR,BUY,Filled,109,@303.37,01/12/2025 16:10:00 EST,0
PLTR,SELL,Filled,109,@302.11,01/12/2025 17:15:00 EST,0
AAPL,BUY,Filled,13,@102.83,01/12/2025 17:20:00 EST,0
AAPL,SELL,Filled,13,@124.55,01/12/2025 18:29:00 EST,0
